datum,text,text_right,podil,co
1919-01-01,1,3941,0.0002537427048972342, [Ii]nfla[cč]
1920-01-01,12,5652,0.0021231422505307855, [Ii]nfla[cč]
1921-01-01,14,7785,0.001798330122029544, [Ii]nfla[cč]
1922-01-01,32,7576,0.004223864836325237, [Ii]nfla[cč]
1923-01-01,16,5225,0.003062200956937799, [Ii]nfla[cč]
1924-01-01,14,5605,0.0024977698483496878, [Ii]nfla[cč]
1925-01-01,12,4539,0.0026437541308658294, [Ii]nfla[cč]
1926-01-01,20,7098,0.002817695125387433, [Ii]nfla[cč]
1927-01-01,28,6160,0.004545454545454545, [Ii]nfla[cč]
1928-01-01,20,5940,0.003367003367003367, [Ii]nfla[cč]
1929-01-01,8,3684,0.002171552660152009, [Ii]nfla[cč]
1930-01-01,26,7437,0.0034960333467796154, [Ii]nfla[cč]
1931-01-01,35,6002,0.00583138953682106, [Ii]nfla[cč]
1932-01-01,63,3586,0.017568321249302844, [Ii]nfla[cč]
1933-01-01,67,4059,0.016506528701650654, [Ii]nfla[cč]
1934-01-01,46,3242,0.01418877236273905, [Ii]nfla[cč]
1935-01-01,17,3220,0.005279503105590062, [Ii]nfla[cč]
1936-01-01,19,3359,0.0056564453706460256, [Ii]nfla[cč]
1937-01-01,7,3087,0.0022675736961451248, [Ii]nfla[cč]
1938-01-01,10,1578,0.0063371356147021544, [Ii]nfla[cč]
1945-01-01,2,712,0.0028089887640449437, [Ii]nfla[cč]
1946-01-01,32,2802,0.011420413990007138, [Ii]nfla[cč]
1947-01-01,35,2480,0.014112903225806451, [Ii]nfla[cč]
1948-01-01,12,2504,0.004792332268370607, [Ii]nfla[cč]
1949-01-01,3,822,0.0036496350364963502, [Ii]nfla[cč]
1950-01-01,2,436,0.0045871559633027525, [Ii]nfla[cč]
1951-01-01,4,365,0.010958904109589041, [Ii]nfla[cč]
1952-01-01,1,387,0.002583979328165375, [Ii]nfla[cč]
1953-01-01,4,287,0.013937282229965157, [Ii]nfla[cč]
1956-01-01,1,326,0.003067484662576687, [Ii]nfla[cč]
1959-01-01,1,301,0.0033222591362126247, [Ii]nfla[cč]
1966-01-01,2,523,0.0038240917782026767, [Ii]nfla[cč]
1967-01-01,9,524,0.01717557251908397, [Ii]nfla[cč]
1968-01-01,31,1997,0.015523284927391086, [Ii]nfla[cč]
1969-01-01,32,1413,0.02264685067232838, [Ii]nfla[cč]
1970-01-01,36,960,0.0375, [Ii]nfla[cč]
1971-01-01,17,865,0.019653179190751446, [Ii]nfla[cč]
1972-01-01,1,601,0.0016638935108153079, [Ii]nfla[cč]
1973-01-01,5,856,0.005841121495327103, [Ii]nfla[cč]
1974-01-01,7,800,0.00875, [Ii]nfla[cč]
1975-01-01,19,914,0.020787746170678335, [Ii]nfla[cč]
1976-01-01,8,655,0.012213740458015267, [Ii]nfla[cč]
1977-01-01,5,779,0.006418485237483954, [Ii]nfla[cč]
1978-01-01,6,830,0.007228915662650603, [Ii]nfla[cč]
1979-01-01,6,654,0.009174311926605505, [Ii]nfla[cč]
1980-01-01,4,727,0.005502063273727648, [Ii]nfla[cč]
1981-01-01,1,504,0.001984126984126984, [Ii]nfla[cč]
1982-01-01,4,771,0.005188067444876783, [Ii]nfla[cč]
1983-01-01,3,851,0.0035252643948296123, [Ii]nfla[cč]
1984-01-01,1,691,0.001447178002894356, [Ii]nfla[cč]
1985-01-01,1,635,0.0015748031496062992, [Ii]nfla[cč]
1987-01-01,2,655,0.0030534351145038168, [Ii]nfla[cč]
1988-01-01,12,891,0.013468013468013467, [Ii]nfla[cč]
1989-01-01,31,1782,0.01739618406285073, [Ii]nfla[cč]
1990-01-01,102,15594,0.006540977298961139, [Ii]nfla[cč]
1991-01-01,130,30847,0.004214348234836451, [Ii]nfla[cč]
1992-01-01,65,24848,0.0026159047005795237, [Ii]nfla[cč]
1993-01-01,37,8560,0.004322429906542056, [Ii]nfla[cč]
1994-01-01,40,7025,0.0056939501779359435, [Ii]nfla[cč]
1995-01-01,51,8484,0.006011315417256012, [Ii]nfla[cč]
1996-01-01,78,8828,0.008835523334843678, [Ii]nfla[cč]
1997-01-01,130,15501,0.008386555706083479, [Ii]nfla[cč]
1998-01-01,54,10004,0.005397840863654539, [Ii]nfla[cč]
1999-01-01,58,18500,0.003135135135135135, [Ii]nfla[cč]
2000-01-01,62,22126,0.0028021332369158455, [Ii]nfla[cč]
2001-01-01,57,18885,0.0030182684670373313, [Ii]nfla[cč]
2002-01-01,53,15096,0.003510863804981452, [Ii]nfla[cč]
2003-01-01,55,20204,0.002722233221144328, [Ii]nfla[cč]
2004-01-01,78,18574,0.004199418542048024, [Ii]nfla[cč]
2005-01-01,40,20922,0.001911863110601281, [Ii]nfla[cč]
2006-01-01,38,13051,0.002911654279365566, [Ii]nfla[cč]
2007-01-01,97,13012,0.007454657239471257, [Ii]nfla[cč]
2008-01-01,133,13283,0.010012798313633968, [Ii]nfla[cč]
2009-01-01,67,15826,0.004233539744723872, [Ii]nfla[cč]
2010-01-01,22,12210,0.0018018018018018018, [Ii]nfla[cč]
2011-01-01,79,17122,0.004613946968812055, [Ii]nfla[cč]
2012-01-01,136,13916,0.009772923253808566, [Ii]nfla[cč]
2013-01-01,27,9166,0.0029456687759109755, [Ii]nfla[cč]
2014-01-01,56,20014,0.0027980413710402717, [Ii]nfla[cč]
2015-01-01,34,20641,0.001647207015163994, [Ii]nfla[cč]
2016-01-01,39,21596,0.0018058899796258565, [Ii]nfla[cč]
2017-01-01,32,17256,0.0018544274455261937, [Ii]nfla[cč]
2018-01-01,47,19697,0.0023861501751535766, [Ii]nfla[cč]
2019-01-01,106,23689,0.004474650681751024, [Ii]nfla[cč]
2020-01-01,88,22119,0.0039784800397848, [Ii]nfla[cč]
2021-01-01,87,18601,0.004677167894199237, [Ii]nfla[cč]
2022-01-01,634,19803,0.032015351209412714, [Ii]nfla[cč]
2023-01-01,1108,23266,0.04762314106421387, [Ii]nfla[cč]
2024-01-01,601,22624,0.026564710042432816, [Ii]nfla[cč]
2025-01-01,121,9563,0.012652933179964446, [Ii]nfla[cč]
